House ID,Golden Grains
6e33d031,1158170.0
6e33d037,1440570.0
6e33d03d,1542270.0
6e33d043,1398830.0
6e33d045,1357850.0
6e33d049,1280730.0
6e33d04d,1364450.0
6e33d051,1179480.0
6e33d053,1144090.0
6e33d055,1156050.0
6e33d05b,1147770.0
6e33d05f,1167530.0
6e33d062,1467080.0
6e33d065,1579110.0
6e33d067,1394690.0
6e33d06b,1293060.0
6e33d071,1458850.0
6e33d075,1196700.0
6e33d07a,1362330.0
6e33d080,1093260.0
6e33d083,1259890.0
6e33d089,1228930.0
6e33d08b,1497370.0
6e33d08e,1092250.0
6e33d090,1308710.0
6e33d095,1469460.0
6e33d098,1260000.0
6e33d09a,1115230.0
6e33d09d,1454000.0
6e33d0a0,1308100.0
6e33d0a5,1088680.0
6e33d0a8,1350560.0
6e33d0ac,1417960.0
6e33d0b1,1389360.0
6e33d0b5,1167170.0
6e33d0ba,1465800.0
6e33d0bc,1267140.0
6e33d0c2,1335340.0
6e33d0c6,1226860.0
6e33d0cc,1516570.0
6e33d0d1,1314150.0
6e33d0d3,1429450.0
6e33d0d5,1429880.0
6e33d0d7,846723.0
6e33d0dc,1508210.0
6e33d0e0,1131000.0
6e33d0e2,1361310.0
6e33d0e4,1376050.0
6e33d0e6,1297920.0
6e33d0ea,1216950.0
6e33d0ee,1376290.0
6e33d0f4,1218930.0
6e33d0f8,1362850.0
6e33d0fd,1508200.0
6e33d100,1200380.0
6e33d103,1205910.0
6e33d108,1118110.0
6e33d10b,1491280.0
6e33d110,1085210.0
6e33d112,1039690.0
6e33d117,1543770.0
6e33d11c,1481450.0
6e33d122,1249480.0
6e33d127,1115380.0
6e33d12c,1292340.0
6e33d130,1257900.0
6e33d136,1443180.0
6e33d13a,1503730.0
6e33d13e,1399490.0
6e33d141,1303090.0
6e33d147,1360960.0
6e33d14b,1443760.0
6e33d14e,1058640.0
6e33d151,969839.0
6e33d154,1236400.0
6e33d159,1301590.0
6e33d15f,1430070.0
6e33d162,1275630.0
6e33d168,1322630.0
6e33d16d,1167850.0
6e33d16f,1373940.0
6e33d172,1484750.0
6e33d175,1250480.0
6e33d17b,837403.0
6e33d181,1316370.0
6e33d184,1340210.0
6e33d186,1317910.0
6e33d18b,1460880.0
6e33d191,1203150.0
6e33d193,1397690.0
6e33d197,1467810.0
6e33d19b,1490070.0
6e33d19f,1245440.0
6e33d1a3,1292050.0
6e33d1a7,1197280.0
6e33d1ad,1356220.0
6e33d1b1,1377520.0
6e33d1b5,1440220.0
6e33d1b9,1315390.0
6e33d1bb,1351150.0
6e33d1bf,1184010.0
6e33d1c4,1407850.0
6e33d1c7,1428750.0
6e33d1cb,1529210.0
6e33d1cd,1302420.0
6e33d1d3,1267660.0
6e33d1d9,1426430.0
6e33d1dd,1213600.0
6e33d1e1,1490370.0
6e33d1e3,1022480.0
6e33d1e8,1262610.0
6e33d1ec,1174040.0
6e33d1f2,1348610.0
6e33d1f6,1240770.0
6e33d1fa,1328390.0
6e33d1ff,1397610.0
6e33d205,1012760.0
6e33d207,1295120.0
6e33d209,1510150.0
6e33d20e,1357590.0
6e33d210,1184590.0
6e33d216,1090880.0
6e33d219,1132570.0
6e33d21d,1109750.0
6e33d221,1116080.0
6e33d227,1293070.0
6e33d22a,1208590.0
6e33d22e,1308760.0
6e33d230,1140030.0
6e33d234,1444680.0
6e33d239,951606.0
6e33d23e,1370410.0
6e33d241,1191960.0
6e33d244,1335220.0
6e33d247,1315630.0
6e33d24b,1397560.0
6e33d251,1071200.0
6e33d253,1317030.0
6e33d256,1073620.0
6e33d25c,1308900.0
6e33d25f,1395160.0
6e33d262,1169720.0
6e33d266,1345560.0
6e33d26b,1386840.0
6e33d26d,1523230.0
6e33d26f,1477120.0
6e33d274,1339360.0
6e33d278,1230550.0
6e33d27e,908469.0
6e33d281,1423230.0
6e33d286,1373280.0
6e33d28a,1421760.0
6e33d28e,1405720.0
6e33d293,1362820.0
6e33d298,1525800.0
6e33d29a,1437340.0
6e33d29c,1151740.0
6e33d29e,1176890.0
6e33d2a1,1447350.0
6e33d2a5,1055510.0
6e33d2ab,1212990.0
6e33d2b1,1228280.0
6e33d2b6,1567180.0
6e33d2bc,1290550.0
6e33d2c0,1369450.0
6e33d2c4,1139970.0
6e33d2c6,949371.0
6e33d2cb,1493000.0
6e33d2d0,1163130.0
6e33d2d5,1198000.0
